speaker_id,username,predicted,score,correct,gender,age,dialect,micro_make,micro_type,sampling_rate
20080120,anonymous,20080120,0.76600564,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.73773897,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.7667481,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.9789596,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.68678033,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.6330741,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.6503555,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.65436745,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.64081764,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.70764256,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.7037895,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.7493482,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080210,anonymous,20080720,0.3585708,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,0.68727434,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080210,anonymous,20080301,0.39125943,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.4308561,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.4019856,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.44002816,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.41686654,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.34782463,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.5366173,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20120315,0.2922969,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.4328158,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20111021,0.30982202,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080504,0.37587845,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080606,0.33481613,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080302,0.37499353,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20120315,0.44444427,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080301,0.26953268,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.40708238,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,0.45226172,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080213,anonymous,20090617,0.4390036,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080213,anonymous,20080120,0.4110561,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080210,anonymous,20090719,0.3918211,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080213,anonymous,20081022,0.46419078,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080213,anonymous,20111119,0.42606527,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080213,anonymous,20070823_nl1,0.38847026,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080213,anonymous,20070823_nl1,0.44224277,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080213,anonymous,20070823_nl1,0.4587888,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080213,anonymous,20090322,0.43060142,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080213,anonymous,20081022,0.37169284,False,mannelijk,volwassen,algemeen Nederlands,n/a,microfoon in laptop,48000
20080220,anonymous,20080220,0.6539279,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20090826,0.6509279,False,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.46080762,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.5863296,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.62038785,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.6823239,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.62882686,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.56192017,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.60565764,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.58036447,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.6239017,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.45328972,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.61216563,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.5029423,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.5831156,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.6009326,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.6181587,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.6475873,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.62859607,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.9982443,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.62888855,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.6232289,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.5680737,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.5981591,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.53943217,True,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20090826,0.4826988,False,male,adult,anders,n/a,unknown,48000
20080220,anonymous,20080220,0.400714,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.54300797,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6260194,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.43942374,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.641153,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6817736,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6508566,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6313078,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.5909734,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080406,0.44231862,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.39017862,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.64842904,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20081018,0.54909384,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.5476563,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.51294655,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.67328405,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6588339,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.5117699,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.68916404,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6703144,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.93052363,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.75251603,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7594816,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.75502527,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.77782536,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.72735643,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.78091097,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7545496,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.8132579,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.48978388,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6568199,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.67634046,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.69047797,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.66166496,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20090617,0.54324967,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20090617,0.6128926,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.59109306,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7740742,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7818179,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7172153,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7295369,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.37860754,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6529454,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.73080146,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.63878375,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6266199,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.61684656,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6684186,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6075857,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7066063,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7564819,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.64832354,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.48932898,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6734414,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7129767,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.42629933,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.60897994,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.67375785,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6685962,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6830815,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6156039,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.66902685,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20090629,0.26858974,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.5430335,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.62431747,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.66100574,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.492388,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.5359025,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.758689,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20090617,0.6013569,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.708364,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7002765,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6484505,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7331135,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7539912,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.71514666,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7735182,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7100669,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.76334065,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7010151,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.629688,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6600168,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6840355,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6536372,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7250062,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.69794506,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.70556843,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.68790627,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.61793244,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.703372,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.736755,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6750283,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.63764906,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20090617,0.3782935,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.69962704,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.66395247,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20081018,0.39619124,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.66757405,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.56759864,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.64941895,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7259371,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7038849,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.71878403,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.70056915,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.72911453,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6932563,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20090617,0.5663682,False,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6770117,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6241583,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.78675026,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6520513,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.66764575,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.7281021,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.735572,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6151142,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.69330096,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6355827,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6457212,True,male,adult,anders,n/a,unknown,48000
20080301,anonymous,20080301,0.6642698,True,male,adult,anders,n/a,unknown,48000
20080322,anonymous,20080325,0.5732862,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080322,anonymous,20080325,0.61641574,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080301,anonymous,20080301,0.6981844,True,male,adult,anders,n/a,unknown,48000
20080322,anonymous,20080325,0.7316474,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080322,anonymous,20080325,0.6561785,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080322,anonymous,20080325,0.709068,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080322,anonymous,20080325,0.61365384,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080322,anonymous,20080325,0.5837029,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080322,anonymous,20080325,0.61364204,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080322,anonymous,20080325,0.5821432,False,mannelijk,volwassen,algemeen Nederlands,n/a,bureaumicrofoon,48000
20080406,anonymous,20080406,0.6474135,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.5393402,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.5792044,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.55756235,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.5919781,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6372793,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6270683,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.64515734,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6739924,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.99986196,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6388631,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.69094974,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6397986,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.7523947,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.5338863,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.59734535,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6305394,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6223982,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6302866,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6586091,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6405948,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.62688905,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6060831,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6368207,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.5450102,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.59462076,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.6730627,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.62232506,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080406,anonymous,20080406,0.4922899,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon (USB),48000
20080514,anonymous,20091123,0.35559392,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20090329,0.41070142,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20120315,0.42843112,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20130325,0.40749058,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20130325,0.5029992,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20170510,0.39534935,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20130325,0.38554645,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20160115,0.42957622,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20080406,0.46399775,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20080514,0.96906346,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20080514,0.54832757,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20080514,0.49083918,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20080514,0.4426549,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20080514,0.4824183,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20080514,0.5411257,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20080514,0.42980808,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080514,anonymous,20090423,0.4044271,False,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080521,anonymous,20080616,0.65838283,False,vrouwelijk,volwassen,Zuidoostelijk,n/a,headsetmicrofoon,48000
20080521,anonymous,20080616,0.5114727,False,vrouwelijk,volwassen,Zuidoostelijk,n/a,headsetmicrofoon,48000
20080521,anonymous,20080404,0.4808667,False,vrouwelijk,volwassen,Zuidoostelijk,n/a,headsetmicrofoon,48000
20080514,anonymous,20080514,0.48061824,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080521,anonymous,20080616,0.58569014,False,vrouwelijk,volwassen,Zuidoostelijk,n/a,headsetmicrofoon,48000
20080514,anonymous,20080514,0.44095454,True,vrouwelijk,volwassen,Noordoostelijk,n/a,anders,48000
20080521,anonymous,20080616,0.5975201,False,vrouwelijk,volwassen,Zuidoostelijk,n/a,headsetmicrofoon,48000
